[-35.171255,149.094089,12,Sit Up Bench],"'blue'],"
[-35.236917,149.074312,20,Leg Press],"'blue'],"
[-35.236967,149.074342,26,Chinup Bar],"'blue'],"
[-35.299319,149.113523,163,Push Ups],"'blue'],"
[-35.203974,149.152324,202,Sit Up Bench],"'blue'],"
[-35.298642,149.122504,157,Stretching Equipment],"'blue'],"
[-35.445514,149.121793,16,Roman Rings],"'blue'],"
[-35.299631,149.111371,166,Other],"'blue'],"
[-35.28867,149.144853,203,Chinup Bar],"'blue'],"
[-35.236966,149.074327,28,Pull Ups],"'blue'],"
[-35.326434,149.03357,56,Push Ups],"'blue'],"
[-35.445512,149.121808,15,Parallel Bars],"'blue'],"
[-35.197454,149.143989,37,Ping Pong Table],"'blue'],"
[-35.236955,149.074343,24,Roman Rings],"'blue'],"
[-35.298517,149.111757,167,Sit Up Bench],"'blue'],"
[-35.288712,149.144857,206,Sit Up Bench],"'blue'],"
[-35.326955,149.039977,185,Step Ups],"'blue'],"
[-35.152422,149.147076,187,Ping Pong Table],"'blue'],"
[-35.263033,149.138728,110,Vault],"'blue'],"
[-35.299359,149.121774,154,Balance Beam],"'blue'],"
[-35.19748,149.144115,32,Multi Station],"'blue'],"
[-35.197447,149.144146,33,Multi Station],"'blue'],"
[-35.197516,149.144137,34,Multi Station],"'blue'],"
[-35.197515,149.144204,30,Multi Station],"'blue'],"
[-35.197456,149.144203,31,Multi Station],"'blue'],"
[-35.17807,149.130662,212,Multi Station],"'blue'],"
[-35.315346,149.095551,150,Vault],"'blue'],"
[-35.178025,149.130655,207,Multi Station],"'blue'],"
[-35.315289,149.095565,141,Log Hop],"'blue'],"
[-35.315317,149.095539,145,Body Lift],"'blue'],"
[-35.315295,149.095574,142,Multi Station],"'blue'],"
[-35.263009,149.138715,109,Balance Beam],"'blue'],"
[-35.31532,149.095478,144,Vault],"'blue'],"
[-35.262629,149.138784,106,Horizontal Ladder],"'blue'],"
[-35.315344,149.095493,146,Stretching Equipment],"'blue'],"
[-35.315366,149.095572,149,Multi Station],"'blue'],"
[-35.315361,149.095568,148,Stretching Equipment],"'blue'],"
[-35.315313,149.095501,143,Stretching Equipment],"'blue'],"
[-35.31536,149.095556,151,Multi Station],"'blue'],"
[-35.315295,149.095615,140,Multi Station],"'blue'],"
[-35.351354,149.0779,281,Parallel Bars],"'blue'],"
[-35.237121,149.073929,270,Chinup Bar],"'blue'],"
[-35.347911,149.03784,260,Step Ups],"'blue'],"
[-35.171472,149.146057,234,Balance Beam],"'blue'],"
[-35.200718,149.103043,236,Stretching Equipment],"'blue'],"
[-35.237291,149.073796,267,Sit Up Bench],"'blue'],"
[-35.222584,149.013194,257,Chinup Bar],"'blue'],"
[-35.173962,149.141339,288,Log Hop],"'blue'],"
[-35.202556,149.15276,243,Chinup Bar],"'blue'],"
[-35.237141,149.073732,276,Stretching Equipment],"'blue'],"
[-35.206582,149.151939,242,Parallel Bars],"'blue'],"
[-35.258394,149.06219,254,Chinup Bar],"'blue'],"
[-35.351399,149.077925,255,Chinup Bar],"'blue'],"
[-35.200731,149.103096,238,Multi Station],"'blue'],"
[-35.297366,149.108902,289,Other],"'blue'],"
[-35.347981,149.037607,261,Sit Up Bench],"'blue'],"
[-35.237297,149.073844,269,Log Hop],"'blue'],"
[-35.237171,149.073751,264,Sit Up Bench],"'blue'],"
[-35.200675,149.103033,239,Multi Station],"'blue'],"
[-35.385725,149.071155,279,Sit Up Bench],"'blue'],"
[-35.385719,149.071203,280,Horizontal Bar],"'blue'],"
[-35.173937,149.142986,232,Jump To Touch],"'blue'],"
[-35.347917,149.037421,262,Stretching Equipment],"'blue'],"
[-35.175346,149.14212,233,Horizontal Ladder],"'blue'],"
[-35.237172,149.073722,265,Stretching Equipment],"'blue'],"
[-35.341924,149.090391,230,Sit Up Bench],"'blue'],"
[-35.237264,149.073782,266,Bench Dip],"'blue'],"
[-35.298986,149.114236,247,Hurdles],"'blue'],"
[-35.237144,149.073958,271,Sit Up Bench],"'blue'],"
[-35.200707,149.103014,235,Multi Station],"'blue'],"
[-35.385692,149.071178,278,Chinup Bar],"'blue'],"
[-35.23719,149.073964,274,Sit Up Bench],"'blue'],"
[-35.1726,149.141668,245,Sit Up Bench],"'blue'],"
[-35.351245,149.077806,282,Stretching Equipment],"'blue'],"
[-35.222043,149.013459,259,Parallel Bars],"'blue'],"
[-35.258367,149.062138,253,Sit Up Bench],"'blue'],"
[-35.263595,149.1385,287,Stretching Equipment],"'blue'],"
[-35.169103,149.142332,285,Horizontal Ladder],"'blue'],"
[-35.38348,149.052062,248,Chinup Bar],"'blue'],"
[-35.31528,149.095495,291,Multi Station],"'blue'],"
[-35.237156,149.073905,272,Step Ups],"'blue'],"
[-35.351356,149.077969,256,Push Ups],"'blue'],"
[-35.3512,149.077829,283,Jump To Touch],"'blue'],"
[-35.237166,149.07397,273,Horizontal Bar],"'blue'],"
[-35.168696,149.146034,226,Push Ups],"'blue'],"
[-35.258412,149.062102,251,Jump To Touch],"'blue'],"
[-35.167647,149.143776,286,Chinup Bar],"'blue'],"
[-35.23716,149.073709,263,Stretching Equipment],"'blue'],"
[-35.258439,149.062162,252,Parallel Bars],"'blue'],"
[-35.200698,149.1031,241,Push Ups],"'blue'],"
[-35.237148,149.073737,275,Vault],"'blue'],"
[-35.237129,149.073924,290,Sit Up Bench],"'blue'],"
[-35.200725,149.10307,237,Multi Station],"'blue'],"
